'	O
900813-0157	O
.	O

Iraqi	O
Chief	O
Links	O
Kuwait	O
Pullout	O
To	O
Israeli	O
Move	O
--	O
-	O
U.S.	O
Rejects	O
the	O
Initiative	O
,	O
Aimed	O
at	O
Rallying	O
Arabs	O
,	O
And	O
Readies	O
Blockade	O
--	O
--	O
By	O
Gerald	O
F.	O
Seib	O
and	O
Walter	O
S.	O
Mossberg	O
Staff	O
Reporters	O
of	O
The	O
Wall	O
Street	O
Journal	O
08/13/90	O
WALL	O
STREET	O
JOURNAL	O
(	O
J	O
)	O
,	O
PAGE	O
A3	O
MDEST	O
FORGN	O
MONETARY	O
NEWS	O
,	O
FOREIGN	O
EXCHANGE	O
,	O
TRADE	O
(	O
MON	O
)	O
PETROLEUM	O
(	O
PET	O
)	O
FOOD	O
PRODUCTS	O
(	O
FOD	O
)	O
EXECUTIVE	O
(	O
EXE	O
)	O
STATE	O
DEPARTMENT	O
(	O
STD	O
)	O
DEFENSE	O
DEPARTMENT	O
(	O
DEF	O
)	O
WASHINGTON	O
--	O
Iraq	O
's	O
Saddam	O
Hussein	O
,	O
his	O
options	O
for	O
ending	EVENT
the	O
Persian	O
Gulf	O
crisis	EVENT
growing	O
increasingly	O
unpleasant	O
,	O
assumed	EVENT
the	O
role	EVENT
of	O
embattled	O
Arab	O
hero	O
in	O
offering	EVENT
his	O
first	O
rough	O
proposal	EVENT
for	O
a	O
negotiated	O
end	EVENT
to	O
the	O
confrontation	EVENT
.	O

The	O
Iraqi	O
leader	O
,	O
in	O
an	O
``	O
initiative	EVENT
''	O
designed	EVENT
as	O
much	O
to	O
rally	EVENT
Arab	O
public	O
opinion	EVENT
as	O
to	O
launch	EVENT
meaningful	O
negotiations	EVENT
,	O
announced	EVENT
yesterday	O
that	O
he	O
will	O
withdraw	O
his	O
troops	O
from	O
Kuwait	O
only	O
if	O
Israel	O
withdraws	O
from	O
the	O
West	O
Bank	O
and	O
Syria	O
from	O
Lebanon	O
.	O

He	O
apparently	O
hopes	EVENT
to	O
lure	EVENT
support	EVENT
from	O
Arabs	O
who	O
have	O
spurned	EVENT
him	O
so	O
far	O
by	O
suggesting	EVENT
that	O
Iraq	O
will	O
use	O
its	O
occupation	EVENT
of	O
Kuwait	O
as	O
a	O
lever	O
to	O
solve	EVENT
the	O
Arab	O
world	O
's	O
most	O
frustrating	O
problem	EVENT
,	O
the	O
23-year	O
Israeli	O
occupation	EVENT
of	O
land	O
claimed	EVENT
by	O
Palestinians	O
.	O

Even	O
as	O
Saddam	O
Hussein	O
was	O
searching	EVENT
for	O
a	O
ploy	EVENT
to	O
ease	EVENT
his	O
isolation	EVENT
,	O
though	O
,	O
the	O
international	O
pressure	EVENT
against	O
him	O
clicked	EVENT
up	O
another	O
notch	O
.	O

The	O
White	O
House	O
yesterday	O
disclosed	EVENT
that	O
Kuwait	O
's	O
ousted	O
government	O
has	O
formally	O
asked	EVENT
the	O
U.S.	O
to	O
enforce	EVENT
the	O
total	O
trade	O
embargo	EVENT
the	O
United	O
Nations	O
has	O
imposed	EVENT
on	O
Iraq	O
,	O
allowing	EVENT
the	O
U.S.	O
and	O
other	O
nations	O
to	O
immediately	O
begin	EVENT
stopping	EVENT
ships	O
carrying	EVENT
Iraqi	O
goods	O
.	O

Secretary	O
of	O
State	O
James	O
Baker	O
,	O
speaking	EVENT
on	O
ABC	O
News	O
'	O
``	O
This	O
Week	O
,	O
''	O
said	EVENT
the	O
Kuwaiti	O
request	EVENT
gives	EVENT
the	O
U.S.	O
and	O
other	O
countries	O
``	O
a	O
legal	O
basis	O
for	O
stopping	EVENT
the	O
export	EVENT
of	O
oil	O
and	O
that	O
sort	O
of	O
thing	O
.	O
''	O

The	O
U.S.	O
maintains	EVENT
that	O
under	O
the	O
U.N.	O
charter	O
,	O
the	O
Kuwaiti	O
request	EVENT
triggers	EVENT
steps	O
for	O
the	O
collective	O
enforcement	EVENT
of	O
international	O
sanctions	EVENT
.	O

Mr.	O
Baker	O
declined	EVENT
to	O
use	EVENT
the	O
word	O
blockade	EVENT
,	O
but	O
said	EVENT
that	O
``	O
interdiction	EVENT
''	O
of	O
Iraqi	O
shipments	EVENT
would	O
begin	EVENT
``	O
almost	O
instantly	O
.	O
''	O

In	O
a	O
statement	EVENT
,	O
the	O
White	O
House	O
said	EVENT
it	O
would	O
do	EVENT
``	O
whatever	O
is	O
necessary	O
''	O
to	O
ensure	EVENT
compliance	EVENT
with	O
the	O
sanctions	EVENT
.	O

Other	O
Bush	O
administration	O
officials	O
said	EVENT
that	O
the	O
international	O
naval	O
force	O
in	O
the	O
area	O
--	O
consisting	O
of	O
American	O
,	O
British	O
,	O
French	O
,	O
Canadian	O
,	O
Soviet	O
,	O
German	O
and	O
Australian	O
ships	O
--	O
may	O
be	O
used	EVENT
both	O
to	O
stop	EVENT
oil	O
exports	EVENT
from	O
leaving	EVENT
Iraq	O
and	O
Kuwait	O
and	O
to	O
stop	EVENT
shipments	EVENT
of	O
food	O
and	O
other	O
goods	O
from	O
going	EVENT
in	O
.	O

President	O
Bush	O
implied	EVENT
as	O
much	O
yesterday	O
when	O
reporters	O
asked	EVENT
whether	O
the	O
interdiction	EVENT
would	O
apply	EVENT
to	O
food	O
.	O

The	O
president	O
responded	EVENT
,	O
``	O
Everything	O
,	O
everything	O
.	O
''	O

While	O
shying	EVENT
away	O
from	O
actually	O
using	EVENT
the	O
word	O
``	O
blockade	O
,	O
''	O
Mr.	O
Bush	O
acknowledged	EVENT
that	O
the	O
U.S.	O
and	O
others	O
were	O
trying	EVENT
to	O
block	EVENT
shipping	EVENT
to	O
Iraq	O
.	O

``	O
No	O
point	O
getting	O
into	O
all	O
these	O
semantics	O
,	O
''	O
he	O
said	EVENT
.	O

``	O
The	O
main	O
thing	O
is	O
to	O
stop	EVENT
the	O
oil	O
from	O
