'	O
Nigerian	O
security	O
forces	O
clashed	EVENT
in	O
Lagos	O
with	O
anti-government	O
demonstrators	O
who	O
were	O
protesting	EVENT
calls	O
for	O
military	O
leader	O
Sani	O
Abacha	O
to	O
run	EVENT
for	O
president	O
.	O

Meanwhile	O
,	O
as	O
VOA	O
West	O
Africa	O
Correspondent	O
Purnell	O
Murdock	O
reports	EVENT
,	O
General	O
Abacha	O
's	O
supporters	O
began	EVENT
a	O
two	O
day	O
rally	EVENT
in	O
the	O
capital	O
,	O
Abuja	O
,	O
to	O
urge	EVENT
him	O
to	O
compete	EVENT
in	O
this	O
year	O
's	O
election	O
.	O

Nigeria	O
state	O
radio	O
says	EVENT
thousands	O
of	O
people	O
began	EVENT
gathering	EVENT
in	O
the	O
capital	O
Abuja	O
early	O
Tuesday	O
for	O
the	O
two	O
day	O
rally	EVENT
supporting	EVENT
General	O
Sani	O
Abacha	O
's	O
candidacy	EVENT
.	O

Organizers	O
state	EVENT
the	O
two	O
days	O
of	O
music	O
,	O
dancing	O
,	O
and	O
speeches	O
is	O
expected	EVENT
to	O
draw	EVENT
some	O
two	O
million	O
people	O
.	O

But	O
as	O
supporters	O
of	O
the	O
military	O
leader	O
gathered	EVENT
in	O
the	O
north	O
,	O
riot	O
police	O
deployed	EVENT
in	O
Nigeria	O
's	O
southern	O
commercial	O
capital	O
Lagos	O
,	O
to	O
break	EVENT
up	O
a	O
protest	O
rally	EVENT
called	EVENT
by	O
the	O
political	O
opposition	O
.	O

Although	O
General	O
Abacha	O
had	O
not	O
publicly	O
announced	O
his	O
candidacy	EVENT
,	O
many	O
people	O
believe	EVENT
an	O
Abacha	O
presidency	EVENT
is	O
a	O
foregone	O
conclusion	O
.	O

Some	O
analysts	O
say	EVENT
the	O
outcome	EVENT
of	O
a	O
face	EVENT
off	O
between	O
the	O
police	O
and	O
anti	O
Abacha	O
political	O
groups	O
will	O
be	O
a	O
test	EVENT
of	O
the	O
opposition	O
's	O
resolve	O
.	O

Purnell	O
Murdock	O
,	O
VOA	O
News	O
.	O
'	O
