'	O
The	O
lights	O
are	O
out	EVENT
and	O
the	O
heat	O
is	O
off	EVENT
and	O
those	O
vital	O
signs	O
are	O
not	O
likely	O
to	O
change	EVENT
much	O
over	O
the	O
next	O
several	O
days	O
for	O
p-	O
people	O
in	O
parts	O
of	O
the	O
northeastern	O
US	O
and	O
eastern	O
Canada	O
.	O

A	O
powerful	O
ice	O
storm	O
continues	EVENT
to	O
maintain	EVENT
its	O
grip	EVENT
.	O

Yesterday	O
New	O
York	O
governor	O
George	O
Pataki	O
toured	EVENT
five	O
counties	O
that	O
have	O
been	O
declared	EVENT
under	O
a	O
state	EVENT
of	O
emergency	O
.	O

He	O
added	EVENT
one	O
more	O
today	O
.	O

Helicopters	O
are	O
flying	EVENT
over	O
northern	O
New	O
York	O
today	O
trying	EVENT
to	O
locate	EVENT
people	O
stranded	EVENT
without	O
food	O
,	O
heat	O
or	O
medicine	O
.	O

In	O
Maine	O
,	O
about	O
a	O
half	O
million	O
people	O
still	O
do	O
n't	O
have	O
power	O
and	O
they	O
're	O
going	O
to	O
have	O
to	O
live	O
without	O
it	O
for	O
a	O
while	O
.	O
'	O
