'	O
Now	O
for	O
today	O
's	O
geography	O
quiz	EVENT
.	O

We	O
're	O
off	EVENT
in	O
search	EVENT
of	O
an	O
ancient	O
and	O
exotic	O
city	O
.	O

An	O
officially	O
sanctioned	EVENT
one	O
,	O
too	O
.	O

UNESCO	O
declared	EVENT
it	O
a	O
protected	EVENT
site	O
for	O
its	O
beauty	O
and	O
its	O
historical	O
significance	O
.	O

The	O
city	O
could	O
have	O
used	EVENT
some	O
special	O
protection	EVENT
in	O
nineteen	O
seventy-nine	O
when	O
the	O
Soviet	O
Union	O
invaded	EVENT
Afghanistan	O
.	O

Most	O
of	O
the	O
city	O
's	O
monuments	O
were	O
destroyed	EVENT
,	O
including	O
a	O
magnificent	O
tiled	O
mosque	O
,	O
which	O
dominated	EVENT
the	O
skyline	O
for	O
centuries	O
.	O

The	O
people	O
here	O
are	O
famous	O
throughout	O
central	O
Asia	O
for	O
their	O
skill	O
in	O
fashioning	O
pottery	O
and	O
tile	O
,	O
glass	O
too	O
.	O

Some	O
families	O
have	O
kept	EVENT
their	O
glass	O
working	O
secrets	O
for	O
more	O
than	O
two	O
thousand	O
years	O
.	O

Even	O
though	O
this	O
city	O
is	O
in	O
Afghanistan	O
,	O
most	O
people	O
here	O
speak	EVENT
a	O
dialect	O
of	O
the	O
Persian	O
language	O
,	O
and	O
have	EVENT
long	O
standing	O
cultural	O
ties	EVENT
with	O
neighboring	O
Iran	O
.	O

Think	EVENT
you	O
got	EVENT
it	O
?	O

Well	O
,	O
frankly	O
,	O
I	O
do	O
n't	O
,	O
but	O
the	O
answer	EVENT
is	O
coming	EVENT
up	O
in	O
just	O
a	O
few	O
minutes	O
.	O
'	O
