'	O
Live	O
from	O
Atalanta	O
,	O
good	O
evening	O
Lynne	O
Russell	O
,	O
CNN	O
headline	O
news	O
.	O

New	O
evidence	O
is	O
suggesting	EVENT
that	O
a	O
series	O
of	O
bombings	EVENT
in	O
Atalanta	O
and	O
last	O
month	O
's	O
explosion	EVENT
at	O
an	O
Alabama	O
women	O
's	O
clinic	O
might	O
be	O
related	EVENT
.	O

Pierre	O
Thomas	O
has	O
the	O
latest	O
.	O

Atlanta	O
nineteen	O
ninety-six	O
.	O

A	O
bomb	O
blast	EVENT
shocks	EVENT
the	O
Olympic	O
games	O
.	O

One	O
person	O
is	O
killed	EVENT
.	O

January	O
nineteen	O
ninety-seven	O
.	O

Atlanta	O
again	O
.	O

This	O
time	O
a	O
bomb	EVENT
at	O
an	O
abortion	O
clinic	O
.	O

More	O
people	O
are	O
hurt	EVENT
.	O

And	O
just	O
last	O
month	O
,	O
an	O
off	O
duty	O
policeman	O
is	O
killed	EVENT
when	O
a	O
bomb	O
explodes	EVENT
at	O
another	O
abortion	O
clinic	O
.	O

Location	O
,	O
Birmingham	O
,	O
Alabama	O
.	O

This	O
man	O
,	O
Eric	O
Rudolph	O
has	O
already	O
been	O
charged	EVENT
in	O
the	O
Birmingham	O
bombing	EVENT
.	O

Now	O
officials	O
are	O
investigating	EVENT
whether	O
,	O
Rudolph	O
,	O
who	O
remains	O
at	O
large	O
,	O
is	O
linked	EVENT
to	O
all	O
three	O
attacks	EVENT
.	O

The	O
reason	O
,	O
authorities	O
have	O
discovered	EVENT
tantalizing	O
new	O
evidence	O
.	O

Steel	O
plates	O
recovered	EVENT
at	O
the	O
Olympic	O
park	O
bombing	O
appear	EVENT
to	O
match	EVENT
those	O
found	EVENT
at	O
the	O
abortion	O
clinic	O
bombing	EVENT
in	O
Atlanta	O
.	O

Those	O
plates	O
may	O
have	O
come	EVENT
from	O
a	O
machine	O
shop	O
in	O
north	O
Carolina	O
,	O
where	O
a	O
friend	O
of	O
Rudolph	O
worked	EVENT
.	O

And	O
nails	O
found	EVENT
in	O
the	O
Atlanta	O
abortion	O
clinic	O
bombing	EVENT
are	O
identical	O
to	O
those	O
discovered	EVENT
at	O
Rudolph	O
's	O
storage	O
shed	O
in	O
north	O
Carolina	O
.	O

A	O
senior	O
law	O
enforcement	O
source	O
tells	EVENT
CNN	O
,	O
there	O
is	O
a	O
lot	O
of	O
circumstantial	O
evidence	EVENT
and	O
it	O
would	O
be	O
extraordinary	EVENT
to	O
have	EVENT
all	O
these	O
bits	O
and	O
pieces	O
and	O
there	O
not	O
be	O
a	O
connection	O
.	O

And	O
law	O
enforcement	O
sources	O
say	EVENT
they	O
ca	O
n't	O
ignore	O
letters	O
penned	O
under	O
the	O
name	O
army	O
of	O
god	O
.	O

Army	O
of	O
god	O
is	O
a	O
secret	O
organization	O
that	O
hates	O
abortion	O
providers	O
,	O
homosexuals	O
and	O
the	O
US	O
government	O
.	O

Army	O
of	O
god	O
letters	O
claim	EVENT
responsibility	EVENT
for	O
the	O
Atlanta	O
abortion	O
clinic	O
bombing	EVENT
,	O
a	O
nineteen	O
ninety-seven	O
attack	EVENT
on	O
a	O
gay	O
lounge	O
and	O
the	O
Birmingham	O
assault	EVENT
.	O

An	O
intense	O
manhunt	EVENT
conducted	O
by	O
the	O
FBI	O
and	O
the	O
bureau	O
of	O
alcohol	O
,	O
tobacco	O
and	O
firearms	O
continues	EVENT
for	O
Rudolph	O
in	O
the	O
wilderness	O
of	O
western	O
north	O
Carolina	O
.	O

And	O
this	O
week	O
,	O
FBI	O
director	O
Louie	O
Freeh	O
assigned	EVENT
more	O
agents	O
to	O
the	O
search	EVENT
.	O

Freeh	O
also	O
ordered	EVENT
the	O
investigation	EVENT
consolidate	O
information	O
under	O
the	O
Atlanta	O
task	O
force	O
,	O
another	O
indication	O
officials	O
suspect	EVENT
a	O
link	EVENT
between	O
all	O
the	O
bombings	EVENT
.	O

Privately	O
,	O
authorities	O
say	EVENT
Rudolph	O
has	O
become	EVENT
a	O
focus	O
of	O
their	O
investigation	EVENT
.	O

Publicly	O
,	O
they	O
are	O
unwilling	EVENT
to	O
make	EVENT
any	O
sweeping	O
assertion	EVENT
.	O

The	O
reason	O
,	O
they	O
remember	EVENT
Richard	O
Jewell	O
.	O

pierre	O
thomas	O
,	O
CNN	O
,	O
Washington	O
.	O
'	O
