'	O
Former	O
savings	O
and	O
loan	O
chief	O
,	O
Charles	O
Keating	O
,	O
is	O
facing	EVENT
more	O
legal	O
troubles	EVENT
in	O
California	O
.	O

A	O
federal	O
appeals	O
court	O
has	O
reinstated	EVENT
his	O
state	O
convictions	EVENT
for	O
securities	O
fraud	EVENT
.	O

NPR	O
's	O
Elaine	O
Corey	O
has	EVENT
more	O
from	O
San	O
Francisco	O
.	O

In	O
nineteen	O
ninety-one	O
Charles	O
Keating	O
was	O
convicted	EVENT
in	O
state	O
court	O
of	O
helping	EVENT
to	O
defraud	EVENT
thousands	O
of	O
investors	O
who	O
bought	EVENT
high	O
risk	O
junk	O
bonds	O
sold	EVENT
by	O
Keating	O
's	O
employees	O
at	O
Lincoln	O
savings	O
and	O
loan	O
.	O

The	O
bonds	O
became	EVENT
worthless	O
when	O
the	O
bankrupt	EVENT
thrift	O
was	O
seized	EVENT
by	O
government	O
regulators	O
.	O

Keating	O
's	O
convictions	EVENT
were	O
thrown	EVENT
out	O
in	O
nineteen	O
ninety-six	O
on	O
a	O
technicality	O
.	O

And	O
on	O
that	O
basis	O
Keating	O
was	O
released	EVENT
from	O
prison	O
before	O
he	O
was	O
eligible	EVENT
for	O
parole	EVENT
.	O

Now	O
the	O
ninth	O
US	O
circuit	O
court	O
of	O
appeals	O
has	O
ruled	EVENT
that	O
the	O
original	O
appeal	EVENT
was	O
flawed	EVENT
since	O
it	O
brought	EVENT
up	O
issues	EVENT
that	O
had	O
not	O
been	O
raised	O
before	O
.	O

That	O
means	EVENT
the	O
convictions	EVENT
stand	EVENT
,	O
a	O
ruling	EVENT
likely	O
to	O
send	EVENT
Keating	O
's	O
lawyers	O
back	O
to	O
state	O
court	O
where	O
they	O
must	O
start	EVENT
over	O
with	O
a	O
new	O
appeal	EVENT
.	O

Elaine	O
Corey	O
,	O
NPR	O
news	O
,	O
San	O
Francisco	O
.	O
'	O
