BC-CLINTON-CURRIE-NYT	O
LR	O
02-06	O
0277	O
BC-CLINTON-CURRIE-NYT	O
STATEMENTS	O
CONCERNING	O
MRS.	O
CURRIE	O
UR	O
(	O
bl	O
)	O
LR	O
QL	O
UR	O
c.1998	O
N.Y.	O
Times	O
News	O
Service	O
LR	O
QC	O
QL	O
WASHINGTON	O
_	O
Following	O
are	O
statements	EVENT
made	EVENT
Friday	O
and	O
Thursday	O
by	O
Lawrence	O
Wechsler	O
,	O
a	O
lawyer	O
for	O
the	O
White	O
House	O
secretary	O
,	O
Betty	O
Currie	O
;	O
the	O
White	O
House	O
;	O
White	O
House	O
spokesman	O
Mike	O
McCurry	O
,	O
and	O
President	O
Clinton	O
in	O
response	O
to	O
an	O
article	EVENT
in	O
The	O
New	O
York	O
Times	O
on	O
Friday	O
about	O
her	O
statements	EVENT
regarding	O
a	O
meeting	EVENT
with	O
the	O
president	O
:	O
Wechsler	O
on	O
Thursday	O
``	O
Without	O
commenting	EVENT
on	O
the	O
allegations	EVENT
raised	EVENT
in	O
this	O
article	O
,	O
to	O
the	O
extent	O
that	O
there	O
is	O
any	O
implication	EVENT
or	O
suggestion	EVENT
that	O
Mrs.	O
Currie	O
was	O
aware	EVENT
of	O
any	O
legal	O
or	O
ethical	O
impropriety	EVENT
by	O
anyone	O
,	O
that	O
implication	EVENT
or	O
suggestion	EVENT
is	O
entirely	O
inaccurate	EVENT
.	O
''	O

White	O
House	O
on	O
Thursday	O
``	O
For	O
the	O
past	O
few	O
weeks	O
we	O
've	O
been	O
subjected	EVENT
to	O
false	O
leaks	EVENT
designed	EVENT
to	O
mislead	EVENT
both	O
reporters	O
and	O
the	O
American	O
public	O
.	O

We	O
're	O
not	O
going	O
to	O
dignify	O
the	O
latest	O
false	O
leak	EVENT
with	O
a	O
response	EVENT
.	O
''	O

McCurry	O
on	O
Friday	O
``	O
I	O
want	EVENT
to	O
be	O
absolutely	O
clear	EVENT
,	O
to	O
the	O
extent	O
there	O
is	O
any	O
implication	EVENT
or	O
the	O
slightest	O
suggestion	EVENT
that	O
Mrs.	O
Currie	O
believes	EVENT
that	O
the	O
President	O
or	O
anyone	O
else	O
tried	EVENT
to	O
influence	EVENT
her	O
recollection	EVENT
,	O
that	O
is	O
absolutely	O
false	EVENT
and	O
a	O
mischaracterization	EVENT
of	O
the	O
facts	O
.	O

I	O
am	O
shocked	EVENT
and	O
dismayed	EVENT
by	O
the	O
numerous	O
leaks	EVENT
regarding	O
Mrs.	O
Currie	O
's	O
grand	O
jury	O
testimony	EVENT
.	O
''	O

Clinton	O
on	O
Friday	O
.	O

``	O
Once	O
again	O
,	O
I	O
never	O
asked	O
anybody	O
to	O
do	EVENT
anything	O
but	O
tell	EVENT
the	O
truth	O
.	O

I	O
know	EVENT
about	O
the	O
stories	EVENT
today	O
.	O

I	O
was	O
pleased	EVENT
that	O
Ms.	O
Currie	O
's	O
lawyers	O
stated	EVENT
unambiguously	O
this	O
morning	O
_	O
unambiguously	O
_	O
that	O
she	O
's	O
not	O
aware	O
of	O
any	O
unethical	O
conduct	EVENT
.	O

NYT-02-06-98	O
2229EST	O
'	O
