BC-Australia-Republic	O
4thLd-Writethru	O
02-13	O
0603	O
BC-Australia-Republic	O
,	O
4th	O
Ld-Writethru,0602	O
Constitutional	O
convention	O
votes	O
for	O
republic	O
,	O
against	O
links	O
to	O
British	O
monarchy	O
QL	O
UR	O
Eds	O
:	O
ADDS	O
2	O
grafs	O
at	O
end	O
with	O
reaction	O
from	O
former	O
prime	O
minister	O
Paul	O
Keating	O
QL	O
UR	O
AP	O
Photo	O
CANB101,102,103	O
QL	O
UR	O
By	O
ALAN	O
THORNHILL	O
QC	O
UR	O
Associated	O
Press	O
Writer	O
QC	O
CANBERRA	O
,	O
Australia	O
(	O
AP	O
)	O
_	O
Turning	EVENT
its	O
back	O
on	O
210	O
years	O
of	O
loyalty	O
to	O
the	O
British	O
royal	O
family	O
,	O
a	O
constitutional	O
convention	O
voted	EVENT
overwhelmingly	O
Friday	O
to	O
make	EVENT
Australia	O
a	O
republic	O
under	O
its	O
own	O
president	O
.	O

Prime	O
Minister	O
John	O
Howard	O
,	O
a	O
monarchist	O
himself	O
,	O
promised	EVENT
to	O
put	EVENT
the	O
question	EVENT
to	O
a	O
national	O
referendum	EVENT
next	O
year	O
after	O
convention	O
delegates	O
voted	EVENT
89-52	O
for	O
a	O
republic	O
,	O
with	O
11	O
abstentions	O
.	O

Spontaneous	O
applause	EVENT
echoed	EVENT
through	O
the	O
chamber	O
and	O
public	O
galleries	O
as	O
the	O
crucial	O
vote	EVENT
passed	EVENT
by	O
a	O
wide	O
margin	O
.	O

``	O
I	O
want	EVENT
a	O
referendum	EVENT
,	O
''	O
Howard	O
said	EVENT
.	O

``	O
The	O
Australian	O
people	O
are	O
owed	EVENT
the	O
opportunity	O
of	O
expressing	EVENT
an	O
opinion	O
on	O
this	O
.	O
''	O

``	O
It	O
would	O
be	O
a	O
travesty	EVENT
in	O
common	O
sense	O
terms	O
of	O
Australian	O
democracy	O
for	O
that	O
proposition	EVENT
not	O
to	O
be	O
put	O
to	O
the	O
Australian	O
people	O
,	O
''	O
Howard	O
said	EVENT
.	O

Even	O
in	O
his	O
own	O
Cabinet	O
,	O
Howard	O
is	O
becoming	EVENT
increasingly	O
isolated	EVENT
with	O
his	O
monarchist	O
stance	O
.	O

Treasurer	O
Peter	O
Costello	O
,	O
Environment	O
Minister	O
Robert	O
Hill	O
and	O
Attorney	O
General	O
Daryl	O
Williams	O
all	O
voted	EVENT
to	O
support	EVENT
the	O
republic	O
Friday	O
.	O

``	O
This	O
convention	O
will	O
be	O
seen	O
as	O
a	O
turning	O
point	O
in	O
our	O
history	O
,	O
''	O
Australian	O
Republican	O
Movement	O
spokeswoman	O
Mary	O
Delahunty	O
said	EVENT
.	O

Pro-republicans	O
hope	EVENT
to	O
have	EVENT
an	O
Australian	O
president	O
by	O
the	O
opening	EVENT
of	O
the	O
2000	O
Olympics	O
and	O
the	O
100th	O
anniversary	O
of	O
Australian	O
federation	O
.	O

Calling	EVENT
for	O
an	O
amended	EVENT
constitution	O
with	O
a	O
new	O
preamble	O
,	O
to	O
be	O
written	EVENT
by	O
Australian	O
poets	O
,	O
republican	O
Janet	O
Holmes	O
a	O
Court	O
said	EVENT
,	O
``	O
We	O
need	EVENT
the	O
smell	O
of	O
eucalyptus	O
in	O
this	O
,	O
and	O
the	O
feel	O
of	O
red	O
dust	O
.	O
''	O

Monarchists	O
hope	EVENT
to	O
