BC-NJ-WOMEN-MURDER-PROBE	O
04-02	O
0319	O
BC-NJ-WOMEN-MURDER-PROBE-NYT	O
TASK	O
FORCE	O
TO	O
STUDY	O
CASES	O
OF	O
14	O
SLAIN	O
WOMEN	O
(	O
lb	O
)	O
ampQL	O
ampUR	O
By	O
DAVID	O
M.	O
HERSZENHORN	O
ampLR	O
ampQC	O
ampQL	O
ampUR	O
c.1998	O
N.Y.	O
Times	O
News	O
Service	O
ampLR	O
ampQC	O
ampQL	O
NEWARK	O
,	O
N.J.	O
_	O
A	O
new	O
Essex	O
County	O
task	O
force	O
began	EVENT
delving	EVENT
Thursday	O
into	O
the	O
slayings	EVENT
of	O
14	O
black	O
women	O
over	O
the	O
last	O
five	O
years	O
in	O
the	O
Newark	O
area	O
,	O
as	O
law-enforcement	O
officials	O
acknowledged	EVENT
that	O
they	O
needed	EVENT
to	O
work	EVENT
harder	O
to	O
solve	EVENT
the	O
cases	O
of	O
murdered	EVENT
women	O
.	O

The	O
police	O
and	O
prosecutors	O
said	EVENT
they	O
had	O
identified	EVENT
different	O
suspects	O
in	O
six	O
of	O
the	O
cases	O
and	O
had	O
yet	O
to	O
find	O
any	O
pattern	O
linking	O
the	O
killings	EVENT
or	O
the	O
victims	O
,	O
several	O
of	O
whom	O
were	O
believed	EVENT
to	O
be	O
prostitutes	EVENT
.	O

State	O
,	O
county	O
and	O
local	O
law-enforcement	O
officials	O
have	O
expressed	EVENT
concerns	O
in	O
recent	O
months	O
about	O
a	O
possible	O
pattern	O
of	O
murdered	EVENT
women	O
and	O
a	O
disproportionate	O
number	O
of	O
unsolved	EVENT
cases	O
.	O

Citing	EVENT
an	O
example	O
,	O
Sgt	O
.	O

Derek	O
Glenn	O
,	O
a	O
spokesman	O
for	O
the	O
Newark	O
Police	O
Department	O
,	O
said	EVENT
that	O
of	O
nine	O
women	O
who	O
had	O
been	O
killed	EVENT
last	O
year	O
,	O
suspects	O
had	O
been	O
arrested	EVENT
in	O
only	O
four	O
cases	EVENT
.	O

But	O
over	O
all	O
,	O
arrests	EVENT
were	O
made	EVENT
in	O
more	O
than	O
60	O
percent	O
of	O
murder	EVENT
cases	O
,	O
he	O
said	EVENT
.	O

Eight	O
of	O
the	O
14	O
killings	EVENT
since	O
1993	O
were	O
already	O
under	O
investigation	EVENT
by	O
the	O
Newark	O
Police	O
Department	O
,	O
Glenn	O
said	EVENT
.	O

Of	O
the	O
eight	O
victims	O
,	O
three	O
were	O
stabbed	EVENT
,	O
two	O
were	O
strangled	EVENT
,	O
two	O
were	O
beaten	EVENT
to	O
death	O
and	O
one	O
was	O
asphyxiated	EVENT
,	O
he	O
said	EVENT
,	O
and	O
these	O
different	O
methods	O
of	O
killing	O
and	O
other	O
evidence	O
seem	EVENT
to	O
indicate	EVENT
that	O
the	O
eight	O
cases	EVENT
are	O
not	O
related	O
.	O

But	O
with	O
the	O
task-force	O
investigation	EVENT
just	O
getting	EVENT
under	O
way	O
,	O
officials	O
have	O
been	O
careful	EVENT
not	O
to	O
draw	O
any	O
firm	O
conclusions	O
,	O
leaving	EVENT
open	O
the	O
possibility	O
of	O
a	O
serial	O
killer	O
in	O
some	O
of	O
the	O
cases	O
.	O

There	O
have	O
been	O
no	O
arrests	O
in	O
any	O
of	O
the	O
slayings	EVENT
.	O

``	O
I	O
have	O
n't	O
seen	O
a	O
pattern	O
yet	O
,	O
``	O
said	EVENT
Patricia	O
Hurt	O
,	O
the	O
Essex	O
County	O
prosecutor	O
,	O
who	O
created	EVENT
the	O
task	O
force	O
on	O
Tuesday	O
.	O

``	O
The	O
type	O
of	O
lifestyle	O
these	O
women	O
have	EVENT
is	O
extremely	O
dangerous	O
,	O
''	O
she	O
said	EVENT
.	O

NYT-04-02-98	O
2252EST	O
'	O
