'	O
AP-NR-08-15-90	O
1337EDT	O
u	O
i	O
PM-GulfRdp	O
8thLd-Writethru	O
08-15	O
1334	O
PM-Gulf	O
Rdp	O
,	O
8th	O
Ld-Writethru	O
,	O
a0605,1368	O
Saddam	O
Seeks	O
End	O
To	O
War	O
With	O
Iran	O
;	O
Bush	O
To	O
Urge	O
Jordan	O
To	O
Close	O
Port	O
Eds	O
:	O
SUBS	O
28th	O
graf	O
pvs	O
,	O
Crown	O
Prince	O
...	O
to	O
CORRECT	O
spelling	O
of	O
Hassan	O
;	O
pick	O
up	O
29th	O
graf	O
pvs	O
,	O
`	O
A	O
CBS	O
...	O
'	O
LaserPhotos	O
WX6,7	O
,	O
XSAV1	O
,	O
NY5,10	O
,	O
TOK1	O
,	O
XAAFB1	O
,	O
AMM1	O
,	O
LaserColor	O
XAAFB1	O
By	O
CHRISTOPHER	O
BURNS	O
Associated	O
Press	O
Writer	O
Iraq	O
's	O
Saddam	O
Hussein	O
,	O
facing	EVENT
U.S.	O
and	O
Arab	O
troops	O
at	O
the	O
Saudi	O
border	O
,	O
today	O
sought	EVENT
peace	EVENT
on	O
another	O
front	O
by	O
promising	EVENT
to	O
withdraw	EVENT
from	O
Iranian	O
territory	O
and	O
release	EVENT
soldiers	O
captured	EVENT
during	O
the	O
Iran-Iraq	O
war	EVENT
.	O

Also	O
today	O
,	O
King	O
Hussein	O
of	O
Jordan	O
arrived	EVENT
in	O
Washington	O
seeking	EVENT
to	O
mediate	EVENT
the	O
Persian	O
Gulf	O
crisis	EVENT
.	O

President	O
Bush	O
on	O
Tuesday	O
said	EVENT
the	O
United	O
States	O
may	O
extend	EVENT
its	O
naval	O
quarantine	EVENT
to	O
Jordan	O
's	O
Red	O
Sea	O
port	O
of	O
Aqaba	O
to	O
shut	EVENT
off	O
Iraq	O
's	O
last	O
unhindered	O
trade	O
route	O
.	O

In	O
another	O
mediation	O
effort	O
,	O
the	O
Soviet	O
Union	O
said	EVENT
today	O
it	O
had	O
sent	EVENT
an	O
envoy	O
to	O
the	O
Middle	O
East	O
on	O
a	O
series	O
of	O
stops	EVENT
to	O
include	O
Baghdad	O
.	O

Soviet	O
officials	O
also	O
said	EVENT
Soviet	O
women	O
,	O
children	O
and	O
invalids	O
would	O
be	O
allowed	EVENT
to	O
leave	EVENT
Iraq	O
.	O

President	O
Bush	O
today	O
denounced	EVENT
Saddam	O
's	O
``	O
ruinous	O
policies	O
of	O
war	O
,	O
''	O
and	O
said	EVENT
the	O
United	O
States	O
is	O
``	O
striking	EVENT
a	O
blow	O
for	O
the	O
principle	O
that	O
might	O
does	O
not	O
make	O
right	O
.	O
''	O

In	O
a	O
speech	EVENT
delivered	EVENT
at	O
the	O
Pentagon	O
,	O
Bush	O
seemed	EVENT
to	O
suggest	EVENT
that	O
American	O
forces	O
could	O
be	O
in	EVENT
the	O
gulf	O
region	O
for	O
some	O
time	O
