TROW	O
MUTUAL	O
AND	O
MONEY-MARKET	O
FUNDS	O
(	O
FND	O
)	O
BOND	O
MARKET	O
NEWS	O
(	O
BON	O
)	O
NEW	O
YORK	O
Billions	O
of	O
investors	O
'	O
dollars	O
are	O
pouring	EVENT
out	O
of	O
the	O
nation	O
's	O
junk-bond	O
mutual	O
funds	O
,	O
undermining	EVENT
a	O
pillar	O
of	O
support	O
in	O
the	O
already	O
reeling	O
junk	O
market	O
.	O

Last	O
week	O
alone	O
,	O
an	O
eye-popping	O
$	O
1.6	O
billion	O
flowed	EVENT
out	O
of	O
the	O
junk	O
funds	O
,	O
or	O
nearly	O
5	O
%	O
of	O
their	O
total	O
assets	O
,	O
according	EVENT
to	O
estimates	O
by	O
Dalbar	O
Financial	O
Services	O
Inc.	O
,	O
a	O
Boston	O
research	O
firm	O
.	O

In	O
the	O
past	O
two	O
months	O
the	O
nation	O
's	O
88	O
junk	O
funds	O
have	O
lost	EVENT
a	O
total	O
of	O
about	O
$	O
6	O
billion	O
--	O
more	O
than	O
15	O
%	O
of	O
assets	O
--	O
through	O
sales	EVENT
or	O
transfers	EVENT
of	O
junk-fund	O
shares	O
,	O
Dalbar	O
says	EVENT
.	O

It	O
made	O
the	O
estimates	O
based	O
on	O
data	O
collected	O
from	O
more	O
than	O
a	O
dozen	O
big	O
junk	O
funds	O
.	O

Interviews	EVENT
with	O
three	O
major	O
fund	O
groups	O
--	O
Fidelity	O
Investments	O
,	O
Vanguard	O
Group	O
Inc.	O
and	O
T.	O
Rowe	O
Price	O
Associates	O
Inc.	O
--	O
confirm	EVENT
the	O
trend	EVENT
.	O

Their	O
junk	O
funds	O
combined	O
have	O
had	O
net	O
outflows	EVENT
totaling	O
nearly	O
$	O
500	O
million	O
,	O
or	O
about	O
13	O
%	O
of	O
their	O
junk	O
fund	O
assets	O
,	O
in	O
the	O
past	O
two	O
months	O
.	O

Some	O
fund	O
managers	O
say	EVENT
negative	O
publicity	O
has	O
exacerbated	EVENT
investors	O
'	O
concern	O
about	O
recent	O
declines	EVENT
in	O
junk-bond	O
prices	O
.	O

``	O
People	O
have	O
been	O
seeing	O
headline	O
after	O
headline	O
after	O
headline	O
and	O
saying	O
:	O
`	O
I	O
ca	O
n't	O
take	O
it	O
anymore	O
--	O
I	O
'm	O
getting	O
out	O
,	O
'	O
''	O
says	EVENT
Kurt	O
Brouwer	O
of	O
Brouwer	O
amp	O
Janachowski	O
,	O
a	O
San	O
Francisco	O
investment	O
adviser	O
.	O

The	O
withdrawals	EVENT
could	O
spell	EVENT
trouble	EVENT
for	O
the	O
$	O
200	O
billion	O
junk	O
market	O
.	O

If	O
the	O
heavy	O
outflows	EVENT
continue	EVENT
,	O
fund	O
managers	O
will	O
face	O
increasing	O
pressure	EVENT
to	O
sell	EVENT
off	O
some	O
of	O
their	O
junk	O
to	O
pay	EVENT
departing	O
investors	O
in	O
the	O
weeks	O
ahead	O
.	O

Such	O
selling	EVENT
could	O
erode	EVENT
prices	O
of	O
high-yield	O
junk	O
bonds	O
,	O
already	O
weakened	EVENT
by	O
a	O
rash	EVENT
of	O
corporate	O
credit	O
problems	O
.	O

Mutual	O
fund	O
groups	O
have	O
n't	O
lost	O
control	O
of	O
much	O
of	O
the	O
outgoing	O
money	O
,	O
says	EVENT
Louis	O
Harvey	O
,	O
Dalbar	O
's	O
president	O
.	O

Mutual	O
fund	O
officials	O
say	EVENT
that	O
investors	O
have	O
transferred	EVENT
most	O
of	O
it	O
into	O
their	O
money	O
market	O
accounts	O
,	O
and	O
to	O
a	O
lesser	O
extent	O
,	O
government-bond	O
funds	O
.	O

So	O
the	O
impact	EVENT
on	O
the	O
$	O
950	O
billion	O
mutual	O
fund	O
industry	O
as	O
a	O
whole	O
probably	O
will	O
be	O
slight	O
.	O

But	O
tremors	O
are	O
likely	O
in	O
the	O
junk-bond	O
market	O
,	O
which	O
has	O
helped	EVENT
to	O
finance	EVENT
the	O
takeover	O
boom	EVENT
of	O
recent	O
years	O
.	O

Mutual	O
funds	O
are	O
the	O
among	O
the	O
largest	O
holders	O
of	O
junk	O
,	O
accounting	O
for	O
more	O
than	O
a	O
quarter	O
of	O
the	O
entire	O
high-yield	O
,	O
high-risk	O
market	O
.	O

The	O
88	O
mutual	O
funds	O
investing	O
solely	O
in	O
junk	O
bonds	O
hold	O
assets	O
of	O
about	O
$	O
32	O
billion	O
.	O

Other	O
funds	O
hold	O
a	O
smattering	O
of	O
junk	O
bonds	O
,	O
too	O
.	O

The	O
$	O
1.5	O
billion	O
Fidelity	O
High	O
Income	O
Fund	O
has	O
had	O
a	O
net	O
outflow	EVENT
of	O
about	O
$	O
150	O
million	O
in	O
the	O
past	O
two	O
months	O
.	O

About	O
$	O
60	O
million	O
streamed	EVENT
out	O
last	O
week	O
alone	O
,	O
double	EVENT
the	O
level	EVENT
of	O
the	O
week	O
following	O
last	O
month	O
's	O
Campeau	O
Corp.	O
credit	O
squeeze	EVENT
.	O

About	O
98	O
%	O
of	O
the	O
outflow	O
was	O
transferred	EVENT
to	O
other	O
Fidelity	O
funds	O
,	O
says	EVENT
Neal	O
Litvack	O
,	O
a	O
Fidelity	O
vice	O
president	O
,	O
marketing	O
,	O
with	O
most	O
going	EVENT
into	O
money	O
market	O
funds	O
.	O

``	O
You	O
get	O
a	O
news	O
item	O
,	O
it	O
hits	O
,	O
you	O
have	O
strong	O
redemptions	O
that	O
day	O
and	O
for	O
two	O
days	O
following	O
--	O
then	O
go	O
back	O
to	O
normal	O
,	O
''	O
says	EVENT
Mr.	O
Litvack	O
.	O

The	O
fund	O
,	O
with	O
a	O
cash	O
cushion	O
of	O
more	O
than	O
10	O
%	O
,	O
has	O
``	O
met	EVENT
all	O
the	O
redemptions	EVENT
without	O
having	O
to	O
sell	O
one	O
thing	O
,	O
''	O
Mr.	O
Litvack	O
says	EVENT
.	O

He	O
adds	EVENT
:	O
``	O
Our	O
fund	O
has	O
had	O
{	O
positive	O
}	O
net	O
sales	EVENT
every	O
month	O
for	O
the	O
last	O
three	O
years	O
--	O
until	O
this	O
month	O
.	O
''	O

Vanguard	O
's	O
$	O
1	O
billion	O
High	O
Yield	O
Bond	O
Portfolio	O
has	O
seen	EVENT
$	O
161	O
million	O
flow	EVENT
out	O
since	O
early	O
September	O
;	O
$	O
14	O
million	O
of	O
that	O
seeped	EVENT
out	O
Friday	O
Oct.	O
13	O
alone	O
.	O

Still	O
,	O
two-thirds	O
of	O
the	O
outflow	EVENT
has	O
been	O
steered	EVENT
into	O
other	O
Vanguard	O
portfolios	O
,	O
says	EVENT
Brian	O
Mattes	O
,	O
a	O
vice	O
president	O
.	O

The	O
fund	O
now	O
holds	EVENT
a	O
cash	O
position	O
of	O
about	O
15	O
%	O
.	O

At	O
the	O
$	O
932	O
million	O
T.	O
Rowe	O
Price	O
High	O
Yield	O
Fund	O
,	O
investors	O
yanked	EVENT
out	O
about	O
$	O
182	O
million	O
in	O
the	O
past	O
two	O
months	O
.	O

Those	O
withdrawals	EVENT
,	O
most	O
of	O
which	O
were	O
transferred	EVENT
to	O
other	O
T.	O
Rowe	O
Price	O
funds	O
,	O
followed	O
little	O
change	EVENT
in	O
the	O
