'	O
For	O
his	O
part	O
,	O
Fidel	O
Castro	O
is	O
the	O
ultimate	O
political	O
survivor	O
.	O

People	O
have	O
predicted	EVENT
his	O
demise	EVENT
so	O
many	O
times	O
,	O
and	O
the	O
US	O
has	O
tried	EVENT
to	O
hasten	EVENT
it	O
on	O
several	O
occasions	O
.	O

Time	O
and	O
again	O
,	O
he	O
endures	EVENT
.	O

He	O
has	O
outlasted	EVENT
and	O
sometimes	O
outsmarted	EVENT
eight	O
American	O
presidents	O
.	O

Fidel	O
Castro	O
invited	EVENT
John	O
Paul	O
to	O
come	EVENT
for	O
a	O
reason	O
.	O

This	O
is	O
clearly	O
an	O
opportunity	O
for	O
Cuba	O
to	O
look	O
good	O
internationally	O
.	O

The	O
entire	O
world	O
will	O
see	O
images	O
of	O
the	O
Pope	O
in	O
Cuba	O
.	O

They	O
'll	O
see	O
images	O
of	O
the	O
Pope	O
with	O
Fidel	O
Castro	O
.	O

It	O
will	O
give	O
the	O
rest	O
of	O
the	O
world	O
the	O
view	EVENT
that	O
Cuba	O
is	O
like	EVENT
any	O
other	O
nation	O
,	O
something	O
the	O
US	O
has	O
,	O
of	O
course	O
,	O
tried	EVENT
to	O
persuade	EVENT
the	O
world	O
that	O
it	O
is	O
not	O
.	O

For	O
nearly	O
forty	O
years	O
,	O
the	O
United	O
States	O
has	O
said	EVENT
categorically	O
it	O
would	O
not	O
tolerate	O
totalitarian	O
rule	EVENT
in	O
its	O
own	O
backyard	O
.	O

It	O
is	O
the	O
US	O
economic	O
and	O
political	O
embargo	EVENT
which	O
has	O
kept	EVENT
Cuba	O
in	EVENT
a	O
box	O
.	O

The	O
main	O
positive	O
for	O
Castro	O
to	O
invite	EVENT
the	O
Pope	O
is	O
international	O
,	O
to	O
be	O
able	EVENT
to	O
say	EVENT
to	O
the	O
rest	O
of	O
the	O
world	O
,	O
this	O
government	O
is	O
not	O
as	O
closed	O
,	O
as	O
intolerant	O
,	O
uh	O
as	O
totalitarian	O
as	O
some	O
make	EVENT
it	O
out	O
to	O
be	O
.	O

One	O
of	O
the	O
scenarios	O
widely	O
advanced	EVENT
before	O
the	O
visit	EVENT
is	O
that	O
through	O
the	O
Pope	O
,	O
Cuba	O
,	O
still	O
led	EVENT
by	O
Castro	O
,	O
can	O
begin	EVENT
a	O
more	O
productive	O
relationship	EVENT
with	O
the	O
world	O
.	O

That	O
will	O
,	O
in	O
turn	O
,	O
bring	EVENT
pressure	O
on	O
Washington	O
to	O
change	EVENT
.	O

Those	O
observers	O
looking	EVENT
for	O
a	O
battle	EVENT
between	O
uncompromising	O
representatives	O
and	O
very	O
different	O
ideologies	O
will	O
,	O
in	O
all	O
likelihood	O
,	O
be	O
disappointed	O
.	O

Castro	O
has	O
said	O
that	O
you	O
can	O
be	O
a	O
Communist	O
and	O
still	O
be	O
a	O
Christian	O
.	O

He	O
says	EVENT
he	O
and	O
the	O
Pope	O
both	O
want	EVENT
to	O
end	EVENT
the	O
exploitation	EVENT
of	O
man	O
by	O
man	O
.	O

The	O
question	O
is	O
who	O
will	O
Cubans	O
believe	O
?	O

The	O
main	O
negative	O
is	O
the	O
risk	EVENT
that	O
the	O
Pope	O
's	O
visit	EVENT
will	O
persuade	O
a	O
great	O
many	O
more	O
Cubans	O
to	O
break	EVENT
loose	O
of	O
the	O
Cuban	O
government	O
.	O

If	O
so	O
,	O
then	O
the	O
Pope	O
's	O
visit	EVENT
would	O
really	O
open	EVENT
up	O
a	O
new	O
chapter	O
in	O
the	O
government	O
's	O
relations	EVENT
with	O
its	O
own	O
society	O
.	O

For	O
the	O
Cuban	O
government	O
,	O
that	O
is	O
the	O
risk	O
.	O

At	O
the	O
end	O
of	O
the	O
broadcast	O
this	O
evening	O
,	O
one	O
more	O
trip	O
around	O
Havana	O
to	O
see	O
what	O
it	O
's	O
been	O
like	O
since	O
the	O
last	O
time	O
.	O

And	O
in	O
just	O
a	O
moment	O
Diane	O
Sawyer	O
will	O
have	O
some	O
other	O
news	O
.	O
'	O
