'	O
Good	O
evening	O
from	O
the	O
central	O
park	O
in	O
downtown	O
Havana	O
.	O

We	O
are	O
here	EVENT
this	O
week	O
to	O
witness	EVENT
the	O
rendezvous	EVENT
that	O
Fidel	O
Castro	O
and	O
the	O
Pope	O
are	O
having	O
with	O
history	O
.	O

We	O
are	O
here	EVENT
because	O
what	O
happens	EVENT
on	O
this	O
island	O
will	O
also	O
have	O
an	O
impact	EVENT
on	O
the	O
United	O
States	O
.	O

Everything	O
that	O
happens	O
in	O
Cuba	O
gets	O
America	O
's	O
attention	O
.	O

Incidentally	O
,	O
we	O
just	O
show	O
up	EVENT
to	O
do	O
the	O
broadcast	EVENT
,	O
and	O
Cubans	O
want	EVENT
to	O
know	EVENT
what	O
we	O
're	O
going	O
to	O
tell	EVENT
Americans	O
,	O
in	O
many	O
cases	O
,	O
what	O
their	O
relatives	O
in	O
the	O
United	O
States	O
are	O
going	O
to	O
hear	O
.	O

Well	O
,	O
this	O
is	O
the	O
eve	EVENT
of	O
the	O
Pope	O
's	O
visit	EVENT
to	O
one	O
of	O
the	O
last	O
bastions	O
of	O
Communism	O
anywhere	O
in	O
the	O
world	O
,	O
and	O
it	O
is	O
already	O
causing	EVENT
enormous	O
expectations	EVENT
.	O

In	O
Revolution	O
Square	O
,	O
they	O
put	EVENT
up	O
a	O
giant	O
cross	O
today	O
.	O

And	O
right	O
across	O
from	O
the	O
Cuban	O
revolutionary	O
icon	O
Che	O
Guevara	O
,	O
they	O
now	O
have	O
a	O
giant	O
portrait	O
of	O
Jesus	O
.	O

Above	O
it	O
in	O
Spanish	O
,	O
Jesus	O
,	O
in	O
you	O
we	O
believe	O
.	O

Not	O
all	O
Cubans	O
believe	EVENT
,	O
but	O
Castro	O
has	O
invited	EVENT
everyone	O
to	O
welcome	EVENT
the	O
man	O
who	O
has	O
been	O
one	O
of	O
Communism	O
's	O
most	O
effective	O
adversaries	O
,	O
and	O
that	O
's	O
why	O
there	O
is	O
suspense	O
.	O

Everyone	O
appears	EVENT
to	O
believe	EVENT
that	O
somehow	O
Cuba	O
is	O
going	O
to	O
change	EVENT
.	O

Castro	O
has	O
said	EVENT
officially	O
that	O
it	O
's	O
okay	O
to	O
be	O
enthusiastic	O
.	O

And	O
so	O
,	O
people	O
are	O
increasingly	O
enthusiastic	EVENT
by	O
the	O
day-	O
[	O
[	O
NS	O
]	O
]	O
Today	O
,	O
Cuban	O
television	O
,	O
which	O
clings	O
to	O
the	O
Communist	O
Party	O
line	O
,	O
actually	O
began	EVENT
to	O
promote	EVENT
its	O
papal	O
coverage	EVENT
.	O

Today	O
,	O
hundreds	O
of	O
people	O
from	O
the	O
US	O
began	EVENT
to	O
arrive	EVENT
,	O
including	O
some	O
Cuban	O
Americans	O
who	O
left	EVENT
here	O
when	O
Castro	O
came	EVENT
to	O
power	O
and	O
are	O
returning	EVENT
to	O
Havana	O
for	O
the	O
first	O
time	O
.	O

The	O
Pope	O
's	O
visit	EVENT
is	O
important	O
,	O
but	O
they	O
are	O
also	O
coming	EVENT
home	O
.	O

This	O
is	O
quite	O
an	O
extraordinary	O
story	EVENT
unfolding	EVENT
here	O
.	O

We	O
'll	O
come	O
back	O
to	O
Havana	O
later	O
in	O
the	O
broadcast	EVENT
.	O

But	O
now	O
we	O
're	O
going	O
to	O
go	O
back	O
to	O
New	O
York	O
,	O
where	O
Diane	O
Sawyer	O
has	O
the	O
rest	O
of	O
the	O
news	O
.	O

Diane	O
?	O
'	O
